65.625,1568162040000,0
65.86666666666666,1568162100000,0
74.12,1568162160000,0
63.01960784313726,1568162220000,0
65.09433962264151,1568162340000,0
66.21818181818182,1568162400000,0
66.0,1568162460000,0
65.26666666666667,1568162520000,0
65.83333333333333,1568162580000,0
66.84210526315789,1568162640000,0
66.0,1568162700000,0
66.10810810810811,1568162760000,0
66.0,1568162820000,0
65.08333333333333,1568162880000,0
65.0,1568162940000,0
64.86666666666666,1568163000000,0
64.76666666666667,1568163060000,0
64.76315789473684,1568163120000,0
64.16666666666667,1568163180000,0
64.0,1568163240000,0
64.15789473684211,1568163300000,0
64.0,1568163360000,0
64.08823529411765,1568163420000,0
64.86440677966101,1568163480000,0
64.93333333333334,1568163540000,0
64.03333333333333,1568163600000,0
64.13333333333334,1568163660000,0
64.54237288135593,1568163720000,0
64.45901639344262,1568163780000,0
65.0,1568163840000,0
64.56666666666666,1568163900000,0
64.13333333333334,1568163960000,0
63.25806451612903,1568164020000,0
53.79661016949152,1568164080000,0
50.96666666666667,1568164140000,0
49.35,1568164200000,0
49.0,1568164260000,0
